,id,date,store_nbr,family,sales,onpromotion
1130835,1130835,2014-09-28,38,MEATS,239.927,0
2335369,2335369,2016-08-06,35,PERSONAL CARE,111.0,5
853674,853674,2014-04-26,11,PRODUCE,0.0,0
405582,405582,2013-08-16,39,GROCERY I,2701.0,0
1811433,1811433,2015-10-16,34,PRODUCE,722.955,0
2771606,2771606,2017-04-09,26,BEAUTY,0.0,0
1397181,1397181,2015-02-26,11,PLAYERS AND ELECTRONICS,0.0,0
622661,622661,2013-12-16,3,HOME APPLIANCES,0.0,0
2183944,2183944,2016-05-13,37,BOOKS,0.0,0
2920869,2920869,2017-07-02,14,CELEBRATION,8.0,0
2896032,2896032,2017-06-18,17,HOME CARE,383.0,17
1094533,1094533,2014-09-08,2,"LIQUOR,WINE,BEER",45.0,0
1763318,1763318,2015-09-19,34,PREPARED FOODS,48.0,0
2482107,2482107,2016-10-27,52,GROCERY I,0.0,0
967073,967073,2014-06-28,43,DAIRY,329.0,1
2201624,2201624,2016-05-23,32,PREPARED FOODS,2.0,0
312816,312816,2013-06-25,36,DELI,161.036,0
1167527,1167527,2014-10-19,18,LAWN AND GARDEN,4.0,0
1884563,1884563,2015-11-26,36,SEAFOOD,0.0,0
245845,245845,2013-05-18,7,POULTRY,285.99802,0
611608,611608,2013-12-10,2,LADIESWEAR,0.0,0
1941947,1941947,2015-12-29,46,PREPARED FOODS,164.229,0
1684442,1684442,2015-08-06,21,MAGAZINES,1.0,0
1278646,1278646,2014-12-20,35,POULTRY,80.072,0
136121,136121,2013-03-18,28,PREPARED FOODS,37.428,0
2775916,2775916,2017-04-11,46,"LIQUOR,WINE,BEER",81.0,1
1778782,1778782,2015-09-28,19,HOME AND KITCHEN II,9.0,0
1762692,1762692,2015-09-19,17,PRODUCE,1339.352,0
1205725,1205725,2014-11-09,4,BOOKS,0.0,0
2279091,2279091,2016-07-05,7,GROCERY I,4591.0,41
219224,219224,2013-05-04,10,BREAD/BAKERY,183.0,0
279768,279768,2013-06-06,9,PLAYERS AND ELECTRONICS,0.0,0
1649182,1649182,2015-07-17,32,CLEANING,418.0,1
485335,485335,2013-09-30,27,BOOKS,0.0,0
824271,824271,2014-04-09,36,PRODUCE,0.0,0
1043468,1043468,2014-08-10,37,DAIRY,584.0,1
729546,729546,2014-02-15,29,HOME AND KITCHEN I,0.0,0
1681787,1681787,2015-08-04,47,DAIRY,1955.0,4
432505,432505,2013-08-31,44,CLEANING,3257.0,0
1069650,1069650,2014-08-25,21,LINGERIE,0.0,0
2353117,2353117,2016-08-16,33,LADIESWEAR,0.0,0
2693122,2693122,2017-02-24,23,PERSONAL CARE,195.0,7
2591106,2591106,2016-12-29,11,GROCERY I,7425.331,148
2280147,2280147,2016-07-06,36,GROCERY I,3234.286,59
451685,451685,2013-09-11,32,HARDWARE,2.0,0
2613649,2613649,2017-01-10,43,HOME AND KITCHEN II,21.0,2
1703049,1703049,2015-08-16,43,HOME CARE,293.0,0
2743568,2743568,2017-03-24,39,HARDWARE,0.0,0
1912525,1912525,2015-12-12,21,EGGS,168.0,0
2455946,2455946,2016-10-13,19,LAWN AND GARDEN,0.0,0
20307,20307,2013-01-12,29,GROCERY I,0.0,0
2693926,2693926,2017-02-24,46,BOOKS,0.0,0
2898069,2898069,2017-06-19,24,DELI,283.129,3
1575875,1575875,2015-06-06,25,PET SUPPLIES,3.0,0
966721,966721,2014-06-28,33,LADIESWEAR,0.0,0
853539,853539,2014-04-25,8,PLAYERS AND ELECTRONICS,0.0,0
2082380,2082380,2016-03-17,37,HARDWARE,0.0,0
1652939,1652939,2015-07-19,38,BEAUTY,9.0,0
584084,584084,2013-11-24,47,HOME APPLIANCES,6.0,0
802119,802119,2014-03-28,15,LINGERIE,0.0,0
1063228,1063228,2014-08-21,41,BABY CARE,0.0,0
2852193,2852193,2017-05-24,37,BEVERAGES,2338.0,30
838203,838203,2014-04-17,28,BEVERAGES,746.0,0
419913,419913,2013-08-24,40,LINGERIE,1.0,0
1251544,1251544,2014-12-05,25,LADIESWEAR,0.0,0
1884137,1884137,2015-11-26,25,BEAUTY,0.0,0
1635951,1635951,2015-07-10,11,DELI,474.902,56
2532370,2532370,2016-11-25,13,HOME AND KITCHEN II,4.0,1
821395,821395,2014-04-07,6,PERSONAL CARE,270.0,0
888578,888578,2014-05-15,40,LAWN AND GARDEN,0.0,0
1045277,1045277,2014-08-11,38,BEAUTY,1.0,0
179616,179616,2013-04-11,48,PRODUCE,4.0,0
2528886,2528886,2016-11-23,15,PRODUCE,684.809,3
1031002,1031002,2014-08-03,37,HOME AND KITCHEN II,0.0,0
2495623,2495623,2016-11-04,31,SCHOOL AND OFFICE SUPPLIES,0.0,0
565718,565718,2013-11-14,31,SEAFOOD,3.0,0
2303711,2303711,2016-07-19,47,HARDWARE,1.0,0
834454,834454,2014-04-15,22,HOME AND KITCHEN II,0.0,0
1215724,1215724,2014-11-15,20,BOOKS,0.0,0
1866112,1866112,2015-11-16,19,POULTRY,119.389,0
213606,213606,2013-04-30,51,PRODUCE,21.0,0
810581,810581,2014-04-01,52,BEAUTY,0.0,0
1290922,1290922,2014-12-28,3,POULTRY,938.505,2
2337484,2337484,2016-08-07,44,POULTRY,1486.849,0
755307,755307,2014-03-01,51,BEVERAGES,5964.0,0
2755173,2755173,2017-03-31,15,BEVERAGES,1634.0,19
2885511,2885511,2017-06-12,21,MEATS,85.081,2
2927287,2927287,2017-07-05,43,"LIQUOR,WINE,BEER",161.0,3
491964,491964,2013-10-04,13,AUTOMOTIVE,7.0,0
1933654,1933654,2015-12-24,14,LADIESWEAR,0.0,0
929157,929157,2014-06-07,3,DELI,507.204,0
1595152,1595152,2015-06-17,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
1301904,1301904,2015-01-03,38,LINGERIE,5.0,0
2576751,2576751,2016-12-19,9,GROCERY I,8450.406,132
2516484,2516484,2016-11-16,18,BEVERAGES,0.0,0
2204990,2204990,2016-05-25,27,PREPARED FOODS,81.117,0
806983,806983,2014-03-30,51,BABY CARE,0.0,0
28076,28076,2013-01-16,46,PET SUPPLIES,0.0,0
2376745,2376745,2016-08-29,46,LADIESWEAR,24.0,0
577753,577753,2013-11-21,2,"LIQUOR,WINE,BEER",46.0,0
2885835,2885835,2017-06-12,30,HOME CARE,120.0,12
50149,50149,2013-01-29,16,"LIQUOR,WINE,BEER",14.0,0
154278,154278,2013-03-28,38,BEVERAGES,634.0,0
1766485,1766485,2015-09-21,23,POULTRY,210.92,0
536004,536004,2013-10-28,48,HOME CARE,0.0,0
1848422,1848422,2015-11-06,22,PET SUPPLIES,0.0,0
2393894,2393894,2016-09-08,28,DAIRY,551.0,7
2045738,2045738,2016-02-26,1,BEAUTY,4.0,0
862556,862556,2014-05-01,11,BEAUTY,1.0,0
1077991,1077991,2014-08-29,6,GROCERY II,43.0,0
1469977,1469977,2015-04-07,53,PERSONAL CARE,167.0,4
202370,202370,2013-04-24,37,HARDWARE,2.0,0
2120516,2120516,2016-04-07,8,BEAUTY,1.0,0
1736238,1736238,2015-09-04,25,DELI,187.326,37
853679,853679,2014-04-26,12,BEAUTY,0.0,0
557796,557796,2013-11-10,1,PRODUCE,23.0,0
569667,569667,2013-11-16,42,LINGERIE,0.0,0
528953,528953,2013-10-24,5,PREPARED FOODS,73.529,0
2126365,2126365,2016-04-11,21,EGGS,307.0,20
1791596,1791596,2015-10-05,28,PET SUPPLIES,2.0,0
2270698,2270698,2016-07-01,21,BABY CARE,1.0,0
2389303,2389303,2016-09-05,49,BOOKS,0.0,0
2491115,2491115,2016-11-01,6,FROZEN FOODS,131.851,5
1948312,1948312,2016-01-02,25,PERSONAL CARE,207.0,0
2964651,2964651,2017-07-26,41,PRODUCE,2975.108,179
2278280,2278280,2016-07-05,33,PET SUPPLIES,3.0,0
907926,907926,2014-05-26,33,PRODUCE,0.0,0
1130341,1130341,2014-09-28,24,PERSONAL CARE,279.0,0
1305532,1305532,2015-01-05,4,LADIESWEAR,0.0,0
1376115,1376115,2015-02-14,20,HOME AND KITCHEN I,68.0,0
582674,582674,2013-11-23,8,PET SUPPLIES,0.0,0
1749260,1749260,2015-09-11,4,PREPARED FOODS,87.688,1
2354197,2354197,2016-08-17,14,EGGS,23.0,0
140975,140975,2013-03-21,14,SEAFOOD,19.0,0
2811682,2811682,2017-05-01,5,HOME AND KITCHEN II,42.0,6
12821,12821,2013-01-08,19,HOME APPLIANCES,0.0,0
2096886,2096886,2016-03-25,44,AUTOMOTIVE,20.0,0
331338,331338,2013-07-05,6,HOME CARE,0.0,0
1491050,1491050,2015-04-19,45,FROZEN FOODS,540.733,6
160713,160713,2013-04-01,19,BEVERAGES,937.0,0
1264937,1264937,2014-12-12,50,HARDWARE,2.0,0
2459196,2459196,2016-10-15,10,BEVERAGES,1261.0,2
306742,306742,2013-06-22,16,CLEANING,1002.0,0
1861256,1861256,2015-11-13,32,MAGAZINES,0.0,0
1713270,1713270,2015-08-22,30,DELI,133.0,0
1882191,1882191,2015-11-25,20,BEVERAGES,1460.0,3
1450019,1450019,2015-03-27,43,SEAFOOD,0.0,0
1917851,1917851,2015-12-15,20,MAGAZINES,3.0,0
2025767,2025767,2016-02-14,48,PREPARED FOODS,259.018,0
1786470,1786470,2015-10-02,34,HOME AND KITCHEN I,73.0,0
1381659,1381659,2015-02-17,26,HOME AND KITCHEN I,4.0,0
756519,756519,2014-03-02,35,PLAYERS AND ELECTRONICS,15.0,0
9789,9789,2013-01-06,33,LINGERIE,11.0,0
1914241,1914241,2015-12-13,2,EGGS,288.0,0
1938668,1938668,2015-12-27,54,HOME APPLIANCES,0.0,0
710382,710382,2014-02-04,40,MEATS,105.188,0
581613,581613,2013-11-23,28,LINGERIE,12.0,0
755331,755331,2014-03-01,51,PLAYERS AND ELECTRONICS,18.0,0
2175679,2175679,2016-05-08,54,"LIQUOR,WINE,BEER",0.0,0
389779,389779,2013-08-07,45,HOME AND KITCHEN II,0.0,0
893325,893325,2014-05-18,24,HOME AND KITCHEN I,0.0,0
2227749,2227749,2016-06-07,16,HOME CARE,215.0,2
2626843,2626843,2017-01-18,14,EGGS,17.0,1
2854242,2854242,2017-05-25,44,CELEBRATION,37.0,0
424741,424741,2013-08-27,26,SCHOOL AND OFFICE SUPPLIES,0.0,0
956472,956472,2014-06-22,46,AUTOMOTIVE,35.0,0
2596489,2596489,2017-01-01,12,HOME AND KITCHEN II,0.0,0
2526901,2526901,2016-11-22,1,PERSONAL CARE,170.0,9
1026517,1026517,2014-08-01,11,LADIESWEAR,0.0,0
1318631,1318631,2015-01-12,8,HOME APPLIANCES,2.0,0
851562,851562,2014-04-24,51,PRODUCE,6.0,0
2462547,2462547,2016-10-16,53,LINGERIE,5.0,0
1267808,1267808,2014-12-14,31,HARDWARE,1.0,0
1887936,1887936,2015-11-28,31,CELEBRATION,3.0,0
2761638,2761638,2017-04-03,46,AUTOMOTIVE,12.0,0
1999843,1999843,2016-01-31,21,EGGS,261.0,0
800344,800344,2014-03-27,15,POULTRY,128.0047,0
2059063,2059063,2016-03-04,32,POULTRY,95.913,11
2368534,2368534,2016-08-25,16,PERSONAL CARE,109.0,4
1925418,1925418,2015-12-19,33,AUTOMOTIVE,12.0,0
1604867,1604867,2015-06-22,39,FROZEN FOODS,73.0,0
320197,320197,2013-06-29,42,SCHOOL AND OFFICE SUPPLIES,0.0,0
1647524,1647524,2015-07-16,35,SEAFOOD,0.0,0
2156192,2156192,2016-04-27,9,BREAD/BAKERY,454.0,2
1748141,1748141,2015-09-10,9,SEAFOOD,18.841,0
1750047,1750047,2015-09-12,12,MEATS,118.024,0
2790409,2790409,2017-04-19,52,POULTRY,0.0,0
639394,639394,2013-12-26,49,LADIESWEAR,0.0,0
1615264,1615264,2015-06-28,30,GROCERY II,7.0,0
946946,946946,2014-06-17,29,FROZEN FOODS,0.0,0
265107,265107,2013-05-29,47,HOME CARE,0.0,0
1581753,1581753,2015-06-09,4,PRODUCE,1986.491,0
2313435,2313435,2016-07-25,20,BEVERAGES,1863.0,9
1240569,1240569,2014-11-29,18,AUTOMOTIVE,19.0,0
685641,685641,2014-01-21,47,AUTOMOTIVE,12.0,0
1057231,1057231,2014-08-18,23,EGGS,66.0,0
2036149,2036149,2016-02-20,4,HOME AND KITCHEN II,11.0,0
2325465,2325465,2016-07-31,8,LINGERIE,27.0,0
160561,160561,2013-04-01,14,HOME AND KITCHEN II,0.0,0
200918,200918,2013-04-23,46,HARDWARE,2.0,0
1073241,1073241,2014-08-27,22,HOME AND KITCHEN I,0.0,0
2439224,2439224,2016-10-03,49,PREPARED FOODS,355.917,0
1165798,1165798,2014-10-18,2,CLEANING,1215.0,0
1416107,1416107,2015-03-08,42,FROZEN FOODS,0.0,0
182299,182299,2013-04-13,24,CLEANING,1175.0,0
2616404,2616404,2017-01-12,20,SEAFOOD,11.327,1
2234870,2234870,2016-06-11,16,FROZEN FOODS,38.0,8
687632,687632,2014-01-22,52,FROZEN FOODS,0.0,0
1396997,1396997,2015-02-25,7,DAIRY,1080.0,1
725429,725429,2014-02-13,13,MAGAZINES,0.0,0
2256446,2256446,2016-06-23,21,BREAD/BAKERY,319.0,2
2901323,2901323,2017-06-21,15,PREPARED FOODS,30.0,1
1909435,1909435,2015-12-10,34,"LIQUOR,WINE,BEER",23.0,0
487818,487818,2013-10-01,46,GROCERY I,8116.0,0
2861249,2861249,2017-05-29,40,HOME APPLIANCES,0.0,0
2933525,2933525,2017-07-09,19,MAGAZINES,6.0,0
1765897,1765897,2015-09-20,8,BABY CARE,0.0,0
256722,256722,2013-05-25,12,HOME AND KITCHEN I,0.0,0
534164,534164,2013-10-27,46,PET SUPPLIES,0.0,0
439732,439732,2013-09-04,47,CLEANING,2137.0,0
1171385,1171385,2014-10-21,26,HOME APPLIANCES,0.0,0
2007819,2007819,2016-02-04,45,AUTOMOTIVE,22.0,0
890047,890047,2014-05-16,32,BOOKS,0.0,0
1546071,1546071,2015-05-20,39,LINGERIE,8.0,0
2681847,2681847,2017-02-17,8,BEVERAGES,4820.0,22
2886599,2886599,2017-06-12,51,MAGAZINES,8.0,0
2374900,2374900,2016-08-28,44,"LIQUOR,WINE,BEER",268.0,0
574535,574535,2013-11-19,3,BREAD/BAKERY,756.421,0
323415,323415,2013-07-01,33,HOME AND KITCHEN I,0.0,0
2029473,2029473,2016-02-16,52,CELEBRATION,0.0,0
2220663,2220663,2016-06-03,17,PLAYERS AND ELECTRONICS,2.0,0
1279585,1279585,2014-12-21,12,EGGS,164.0,1
2092247,2092247,2016-03-23,14,HARDWARE,1.0,0
855876,855876,2014-04-27,23,LINGERIE,2.0,0
2595986,2595986,2016-12-31,48,DAIRY,1594.0,31
2038470,2038470,2016-02-21,54,PLAYERS AND ELECTRONICS,3.0,0
1645435,1645435,2015-07-15,27,"LIQUOR,WINE,BEER",78.0,0
134640,134640,2013-03-17,37,AUTOMOTIVE,5.0,0
248765,248765,2013-05-20,39,FROZEN FOODS,14.0,0
1877684,1877684,2015-11-22,43,HOME APPLIANCES,0.0,0
2080097,2080097,2016-03-16,23,DAIRY,449.0,9
531035,531035,2013-10-25,9,SEAFOOD,5.3059998,0
846207,846207,2014-04-21,51,LINGERIE,6.0,0
1416262,1416262,2015-03-08,47,BABY CARE,0.0,0
454531,454531,2013-09-13,12,"LIQUOR,WINE,BEER",61.0,0
389822,389822,2013-08-07,46,PET SUPPLIES,0.0,0
756968,756968,2014-03-02,48,HARDWARE,3.0,0
637591,637591,2013-12-24,48,SCHOOL AND OFFICE SUPPLIES,0.0,0
293083,293083,2013-06-14,32,EGGS,19.0,0
323601,323601,2013-07-01,39,BEVERAGES,737.0,0
1177446,1177446,2014-10-24,46,CELEBRATION,28.0,0
1129906,1129906,2014-09-28,12,LADIESWEAR,6.0,0
2643688,2643688,2017-01-27,36,PERSONAL CARE,203.0,8
647499,647499,2013-12-31,27,CELEBRATION,0.0,0
1292260,1292260,2014-12-29,18,GROCERY II,22.0,0
486421,486421,2013-09-30,8,BABY CARE,0.0,0
1260792,1260792,2014-12-10,34,PLAYERS AND ELECTRONICS,3.0,0
715826,715826,2014-02-07,43,MAGAZINES,0.0,0
1877250,1877250,2015-11-22,31,GROCERY I,6467.955,1
925738,925738,2014-06-05,33,"LIQUOR,WINE,BEER",13.0,0
2579763,2579763,2016-12-21,42,LINGERIE,4.0,0
1637191,1637191,2015-07-10,45,POULTRY,1554.625,36
1402992,1402992,2015-03-01,24,PRODUCE,8.0,0
681473,681473,2014-01-19,3,MAGAZINES,0.0,0
264824,264824,2013-05-29,39,SEAFOOD,14.0,0
2894317,2894317,2017-06-17,19,LADIESWEAR,14.0,0
2578866,2578866,2016-12-21,18,HOME AND KITCHEN I,47.0,8
2225206,2225206,2016-06-05,44,HOME AND KITCHEN II,188.0,3
2007488,2007488,2016-02-04,35,SEAFOOD,0.0,0
523269,523269,2013-10-21,40,LINGERIE,3.0,0
2894219,2894219,2017-06-17,16,LAWN AND GARDEN,0.0,0
2380136,2380136,2016-08-31,41,FROZEN FOODS,90.952,0
1751479,1751479,2015-09-12,52,BOOKS,0.0,0
973018,973018,2014-07-02,10,GROCERY II,2.0,0
2230584,2230584,2016-06-08,45,HOME AND KITCHEN I,19.0,0
921217,921217,2014-06-02,7,"LIQUOR,WINE,BEER",113.0,0
487311,487311,2013-10-01,32,AUTOMOTIVE,2.0,0
2762025,2762025,2017-04-03,7,MEATS,472.522,0
2711927,2711927,2017-03-06,50,LAWN AND GARDEN,10.0,0
2397102,2397102,2016-09-10,18,HOME AND KITCHEN I,0.0,0
1562579,1562579,2015-05-29,51,PREPARED FOODS,158.996,1
1680491,1680491,2015-08-04,10,SEAFOOD,2.0,0
1338763,1338763,2015-01-24,22,LADIESWEAR,0.0,0
333572,333572,2013-07-07,19,DAIRY,79.0,0
2329905,2329905,2016-08-03,32,CELEBRATION,6.0,0
1350616,1350616,2015-01-30,54,PERSONAL CARE,136.0,0
267905,267905,2013-05-31,26,FROZEN FOODS,20.0,0
1312894,1312894,2015-01-09,46,"LIQUOR,WINE,BEER",125.0,0
1733614,1733614,2015-09-02,50,PERSONAL CARE,628.0,2
1987755,1987755,2016-01-24,32,AUTOMOTIVE,7.0,0
804725,804725,2014-03-29,38,LAWN AND GARDEN,10.0,0
2544798,2544798,2016-12-02,12,BEVERAGES,1922.0,51
2714769,2714769,2017-03-08,30,MEATS,39.929,0
1228278,1228278,2014-11-22,22,HOME CARE,0.0,0
2164455,2164455,2016-05-02,4,HOME CARE,296.0,4
2387499,2387499,2016-09-04,48,HOME AND KITCHEN I,83.0,0
976672,976672,2014-07-04,13,BOOKS,0.0,0
91347,91347,2013-02-21,22,BEVERAGES,0.0,0
1521691,1521691,2015-05-06,54,POULTRY,40.379,0
1367115,1367115,2015-02-09,18,MEATS,62.638,1
699438,699438,2014-01-29,34,BEVERAGES,2054.0,0
84843,84843,2013-02-17,4,AUTOMOTIVE,2.0,0
1011210,1011210,2014-07-23,31,MEATS,173.068,3
1006213,1006213,2014-07-20,41,EGGS,201.0,0
1654472,1654472,2015-07-20,30,HOME APPLIANCES,0.0,0
1502588,1502588,2015-04-26,19,SEAFOOD,7.0,0
2282713,2282713,2016-07-07,9,BOOKS,0.0,0
2018242,2018242,2016-02-10,37,POULTRY,272.982,0
1285276,1285276,2014-12-24,21,PERSONAL CARE,0.0,0
2412997,2412997,2016-09-19,14,BOOKS,0.0,0
2988551,2988551,2017-08-09,13,BREAD/BAKERY,75.0,6
887379,887379,2014-05-14,8,DELI,282.744,1
986832,986832,2014-07-09,48,AUTOMOTIVE,7.0,0
1761133,1761133,2015-09-18,23,"LIQUOR,WINE,BEER",82.0,3
1755064,1755064,2015-09-14,52,PERSONAL CARE,0.0,0
752072,752072,2014-02-28,11,BEAUTY,2.0,0
2103329,2103329,2016-03-29,25,DAIRY,490.0,1
1999271,1999271,2016-01-30,54,SEAFOOD,1.0,1
2247715,2247715,2016-06-18,26,LADIESWEAR,2.0,0
466620,466620,2013-09-19,51,AUTOMOTIVE,9.0,0
2141782,2141782,2016-04-19,53,HOME AND KITCHEN II,44.0,0
1450225,1450225,2015-03-27,5,CLEANING,916.0,0
2593411,2593411,2016-12-30,26,CLEANING,866.0,33
1812352,1812352,2015-10-17,10,PERSONAL CARE,248.0,0
2066853,2066853,2016-03-08,50,PRODUCE,1853.996,0
1582504,1582504,2015-06-10,11,"LIQUOR,WINE,BEER",25.0,0
431804,431804,2013-08-31,24,SEAFOOD,18.691,0
1905020,1905020,2015-12-08,10,PREPARED FOODS,23.0,0
42000,42000,2013-01-24,37,MEATS,188.45801,0
1151209,1151209,2014-10-10,10,BOOKS,0.0,0
650016,650016,2014-01-01,47,HOME AND KITCHEN I,0.0,0
470546,470546,2013-09-22,11,SEAFOOD,0.0,0
1430975,1430975,2015-03-17,1,PREPARED FOODS,62.306,0
2576027,2576027,2016-12-19,38,HARDWARE,5.0,0
1364836,1364836,2015-02-07,53,"LIQUOR,WINE,BEER",65.0,0
1101810,1101810,2014-09-12,24,CELEBRATION,23.0,0
2727612,2727612,2017-03-15,40,PRODUCE,1151.032,7
2501684,2501684,2016-11-07,51,LAWN AND GARDEN,8.0,0
1214623,1214623,2014-11-14,39,PERSONAL CARE,176.0,0
811080,811080,2014-04-02,17,CELEBRATION,0.0,0
1965114,1965114,2016-01-11,46,PRODUCE,2649.579,1
2113861,2113861,2016-04-04,20,GROCERY II,12.0,0
1856411,1856411,2015-11-10,46,PREPARED FOODS,119.486,0
2091138,2091138,2016-03-22,32,PLAYERS AND ELECTRONICS,1.0,0
1849493,1849493,2015-11-06,52,DAIRY,0.0,0
2087227,2087227,2016-03-20,23,EGGS,55.0,0
1084357,1084357,2014-09-02,34,EGGS,142.0,1
2746608,2746608,2017-03-26,24,HOME CARE,275.0,3
2146456,2146456,2016-04-22,35,BOOKS,0.0,0
1676489,1676489,2015-08-01,48,MAGAZINES,0.0,0
543396,543396,2013-11-01,6,HOME CARE,0.0,0
533880,533880,2013-10-27,39,CELEBRATION,0.0,0
49350,49350,2013-01-28,43,HOME AND KITCHEN I,0.0,0
422991,422991,2013-08-26,27,PRODUCE,4.0,0
765695,765695,2014-03-07,42,PREPARED FOODS,0.0,0
1803258,1803258,2015-10-11,6,CELEBRATION,15.0,1
198993,198993,2013-04-22,42,BEVERAGES,0.0,0
2687202,2687202,2017-02-20,8,GROCERY I,4451.0,58
806795,806795,2014-03-30,46,FROZEN FOODS,358.32,0
1284756,1284756,2014-12-23,8,AUTOMOTIVE,2.0,0
1288596,1288596,2014-12-27,15,GROCERY I,2151.81,16
77555,77555,2013-02-13,35,BREAD/BAKERY,120.0,0
802991,802991,2014-03-28,4,BEAUTY,2.0,0
2688007,2688007,2017-02-21,3,PERSONAL CARE,529.0,9
1368394,1368394,2015-02-09,53,HOME AND KITCHEN II,6.0,0
935686,935686,2014-06-11,13,BOOKS,0.0,0
375971,375971,2013-07-30,9,BEAUTY,3.0,0
1835291,1835291,2015-10-29,53,PREPARED FOODS,48.392998,0
2346655,2346655,2016-08-12,51,PERSONAL CARE,261.0,2
2174874,2174874,2016-05-08,32,DELI,128.0,0
1711340,1711340,2015-08-21,26,PET SUPPLIES,1.0,0
1334335,1334335,2015-01-21,48,GROCERY II,39.0,0
1076913,1076913,2014-08-29,25,MEATS,261.187,42
2741656,2741656,2017-03-23,35,HOME AND KITCHEN II,14.0,0
1026770,1026770,2014-08-01,19,DAIRY,315.0,0
425096,425096,2013-08-27,36,MAGAZINES,0.0,0
2248426,2248426,2016-06-18,46,BOOKS,0.0,0
2573062,2573062,2016-12-17,54,LADIESWEAR,0.0,0
1044699,1044699,2014-08-11,21,HOME CARE,0.0,0
2372558,2372558,2016-08-27,29,MAGAZINES,3.0,0
1868927,1868927,2015-11-17,48,BREAD/BAKERY,467.335,1
1276116,1276116,2014-12-19,15,CELEBRATION,1.0,0
1119956,1119956,2014-09-22,33,BEAUTY,1.0,0
2346760,2346760,2016-08-12,54,SCHOOL AND OFFICE SUPPLIES,0.0,0
1043530,1043530,2014-08-10,39,BOOKS,0.0,0
2582444,2582444,2016-12-23,18,PREPARED FOODS,49.303,3
1230551,1230551,2014-11-23,36,HARDWARE,0.0,0
750343,750343,2014-02-27,12,"LIQUOR,WINE,BEER",13.0,0
745188,745188,2014-02-24,18,HOME AND KITCHEN I,0.0,0
2709525,2709525,2017-03-05,33,PLAYERS AND ELECTRONICS,6.0,0
2077763,2077763,2016-03-14,8,HOME APPLIANCES,0.0,0
1112899,1112899,2014-09-18,35,CLEANING,432.0,6
1104682,1104682,2014-09-13,54,CLEANING,1096.0,1
2773799,2773799,2017-04-10,37,HOME APPLIANCES,0.0,0
20395,20395,2013-01-12,31,BABY CARE,0.0,0
1100720,1100720,2014-09-11,43,BREAD/BAKERY,230.0,4
2521908,2521908,2016-11-19,2,HOME AND KITCHEN I,18.0,1
1636155,1636155,2015-07-10,17,HOME AND KITCHEN I,16.0,0
2816350,2816350,2017-05-04,30,SCHOOL AND OFFICE SUPPLIES,22.0,4
2503576,2503576,2016-11-08,54,SCHOOL AND OFFICE SUPPLIES,0.0,0
2447419,2447419,2016-10-08,3,CLEANING,2391.0,45
998932,998932,2014-07-16,37,"LIQUOR,WINE,BEER",90.0,0
875586,875586,2014-05-08,26,PRODUCE,0.0,0
1434326,1434326,2015-03-18,53,HARDWARE,3.0,0
1711614,1711614,2015-08-21,34,BEVERAGES,2784.0,4
1611289,1611289,2015-06-26,19,SCHOOL AND OFFICE SUPPLIES,0.0,0
587770,587770,2013-11-26,50,CLEANING,1000.0,0
404632,404632,2013-08-16,12,LADIESWEAR,0.0,0
190544,190544,2013-04-17,6,BEAUTY,1.0,0
68774,68774,2013-02-08,39,BEAUTY,1.0,0
2313307,2313307,2016-07-25,17,CLEANING,1082.0,22
1614595,1614595,2015-06-28,12,BOOKS,0.0,0
2316205,2316205,2016-07-26,48,BABY CARE,0.0,0
113040,113040,2013-03-05,30,HOME AND KITCHEN I,0.0,0
1784051,1784051,2015-10-01,17,BREAD/BAKERY,257.0,0
1501787,1501787,2015-04-25,46,MAGAZINES,0.0,0
2182023,2182023,2016-05-12,32,PRODUCE,96.171,1
851947,851947,2014-04-25,13,LADIESWEAR,0.0,0
2316591,2316591,2016-07-26,9,MEATS,298.684,0
205646,205646,2013-04-26,29,MAGAZINES,0.0,0
1469635,1469635,2015-04-07,44,GROCERY II,56.0,0
2388336,2388336,2016-09-05,21,PLAYERS AND ELECTRONICS,13.0,0
1905125,1905125,2015-12-08,14,BEAUTY,1.0,0
1126635,1126635,2014-09-26,20,HOME AND KITCHEN I,0.0,0
489293,489293,2013-10-02,38,BEAUTY,4.0,0
2616635,2616635,2017-01-12,27,SEAFOOD,10.082,0
552460,552460,2013-11-07,10,CLEANING,719.0,0
373898,373898,2013-07-29,5,DAIRY,254.0,0
801182,801182,2014-03-27,39,DAIRY,392.0,0
2652192,2652192,2017-02-01,25,HOME AND KITCHEN I,37.0,3
2207157,2207157,2016-05-26,38,HOME CARE,207.0,5
2396227,2396227,2016-09-09,42,SCHOOL AND OFFICE SUPPLIES,0.0,0
2965396,2965396,2017-07-27,13,HOME AND KITCHEN II,5.0,0
943899,943899,2014-06-15,43,AUTOMOTIVE,7.0,0
1078535,1078535,2014-08-30,20,PREPARED FOODS,0.0,0
368683,368683,2013-07-26,53,CLEANING,0.0,0
2188787,2188787,2016-05-16,22,PREPARED FOODS,65.0,0
354071,354071,2013-07-18,43,HARDWARE,4.0,0
1272952,1272952,2014-12-17,26,EGGS,39.0,0
602232,602232,2013-12-04,7,HOME AND KITCHEN I,0.0,0
2208562,2208562,2016-05-27,28,BOOKS,0.0,0
1451443,1451443,2015-03-28,34,BOOKS,0.0,0
535699,535699,2013-10-28,4,EGGS,137.0,0
